rep,n,threads,batch,wall_ns,ns_per_node,checks
171,131072,3,2,690227,2.633007050,6
171,294378,3,1,836432,2.841353634,3
171,500000,3,1,1063709,2.127418000,3
172,16384,3,16,351791,1.341976166,48
172,131072,3,2,438745,1.673679352,6
172,294378,3,1,776059,2.636266976,3
172,500000,3,1,1014777,2.029554000,3
173,16384,3,16,170110,0.648918152,48
173,131072,3,2,536378,2.046119690,6
173,294378,3,1,600970,2.041490872,3
173,500000,3,1,1668265,3.336530000,3
174,16384,3,16,2339386,8.924049377,48
174,131072,3,2,1071403,4.087078094,6
174,294378,3,1,944134,3.207216572,3
174,500000,3,1,1275387,2.550774000,3
175,16384,3,16,340059,1.297222137,48
175,131072,3,2,669498,2.553932190,6
175,294378,3,1,749909,2.547435610,3
175,500000,3,1,1199735,2.399470000,3
176,16384,3,16,307117,1.171558380,48
176,131072,3,2,541467,2.065532684,6
176,294378,3,1,879352,2.987152573,3
176,500000,3,1,1963941,3.927882000,3
177,16384,3,16,443473,1.691715240,48
177,131072,3,2,569350,2.171897888,6
177,294378,3,1,1099356,3.734504617,3
177,500000,3,1,1715955,3.431910000,3
178,16384,3,16,437242,1.667945862,48
178,131072,3,2,958851,3.657726288,6
178,294378,3,1,709062,2.408678638,3
178,500000,3,1,1249097,2.498194000,3
179,16384,3,16,298491,1.138652802,48
179,131072,3,2,760089,2.899509430,6
179,294378,3,1,1081853,3.675047048,3
179,500000,3,1,2175749,4.351498000,3
180,16384,3,16,1358593,5.182621002,48
180,131072,3,2,951047,3.627956390,6
180,294378,3,1,831122,2.823315601,3
180,500000,3,1,1467738,2.935476000,3
181,16384,3,16,373342,1.424186707,48
181,131072,3,2,600609,2.291141510,6
181,294378,3,1,1114465,3.785829783,3
181,500000,3,1,1676431,3.352862000,3
182,16384,3,16,1473249,5.619998932,48
182,131072,3,2,598936,2.284759521,6
182,294378,3,1,1018344,3.459307421,3
182,500000,3,1,2287338,4.574676000,3
183,16384,3,16,483458,1.844245911,48
183,131072,3,2,805063,3.071071625,6
183,294378,3,1,1068208,3.628695079,3
183,500000,3,1,2880643,5.761286000,3
184,16384,3,16,366969,1.399875641,48
184,131072,3,2,823938,3.143074036,6
184,294378,3,1,1221686,4.150058768,3
184,500000,3,1,1333777,2.667554000,3
185,16384,3,16,2614773,9.974567413,48
185,131072,3,2,609315,2.324352264,6
185,294378,3,1,924236,3.139623206,3
185,500000,3,1,1258575,2.517150000,3
186,16384,3,16,292640,1.116333008,48
186,131072,3,2,525137,2.003238678,6
186,294378,3,1,885044,3.006488257,3
186,500000,3,1,1703982,3.407964000,3
187,16384,3,16,431801,1.647190094,48
187,131072,3,2,744659,2.840648651,6
187,294378,3,1,1064120,3.614808172,3
187,500000,3,1,1351610,2.703220000,3
188,16384,3,16,445157,1.698139191,48
188,131072,3,2,865026,3.299812317,6
188,294378,3,1,1104416,3.751693401,3
188,500000,3,1,1380775,2.761550000,3
189,16384,3,16,434216,1.656402588,48
189,131072,3,2,516420,1.969985962,6
189,294378,3,1,885885,3.009345128,3
189,500000,3,1,1304631,2.609262000,3
190,16384,3,16,336332,1.283004761,48
190,131072,3,2,588015,2.243099213,6
190,294378,3,1,926861,3.148540312,3
190,500000,3,1,1302127,2.604254000,3
191,16384,3,16,299482,1.142433167,48
191,131072,3,2,580961,2.216190338,6
191,294378,3,1,764838,2.598149318,3
191,500000,3,1,1576753,3.153506000,3
192,16384,3,16,214974,0.820060730,48
192,131072,3,2,860567,3.282802582,6
192,294378,3,1,1216085,4.131032210,3
192,500000,3,1,1274144,2.548288000,3
193,16384,3,16,485332,1.851394653,48
193,131072,3,2,678996,2.590164185,6
193,294378,3,1,872239,2.962989761,3
193,500000,3,1,1260619,2.521238000,3
194,16384,3,16,1068338,4.075386047,48
194,131072,3,2,810784,3.092895508,6
194,294378,3,1,1300645,4.418281937,3
194,500000,3,1,1283672,2.567344000,3
195,16384,3,16,342504,1.306549072,48
195,131072,3,2,779625,2.974033356,6
195,294378,3,1,641966,2.180753997,3
195,500000,3,1,1261189,2.522378000,3
196,16384,3,16,306266,1.168312073,48
196,131072,3,2,711016,2.712310791,6
196,294378,3,1,529154,1.797532424,3
196,500000,3,1,983619,1.967238000,3
197,16384,3,16,285056,1.087402344,48
197,131072,3,2,413868,1.578781128,6
197,294378,3,1,706398,2.399629048,3
197,500000,3,1,1888439,3.776878000,3
198,16384,3,16,405212,1.545761108,48
198,131072,3,2,742425,2.832126617,6
198,294378,3,1,939255,3.190642643,3
198,500000,3,1,1568818,3.137636000,3
199,16384,3,16,433705,1.654453278,48
199,131072,3,2,882167,3.365200043,6
199,294378,3,1,955065,3.244349102,3
199,500000,3,1,1315503,2.631006000,3
200,16384,3,16,446018,1.701423645,48
200,131072,3,2,629122,2.399909973,6
200,294378,3,1,801005,2.721008363,3
200,500000,3,1,1917142,3.834284000,3
