rep,documents,operation,sample,latency_ns,correct
2,256,exact,14,2895834,1
2,256,near,14,2904250,1
2,256,miss,14,2893639,1
2,256,unicode,14,2951228,1
2,256,exact,15,2899100,1
2,256,near,15,2905522,1
2,256,miss,15,2906624,1
2,256,unicode,15,2938784,1
2,256,exact,16,2905752,1
2,256,near,16,2903137,1
2,256,miss,16,3205425,1
2,256,unicode,16,3302588,1
2,256,exact,17,3259518,1
2,256,near,17,3275658,1
2,256,miss,17,3259006,1
2,256,unicode,17,3303540,1
2,256,exact,18,3279936,1
2,256,near,18,3262192,1
2,256,miss,18,3255580,1
2,256,unicode,18,3313238,1
2,256,exact,19,3257994,1
2,256,near,19,3273023,1
2,256,miss,19,3293081,1
2,256,unicode,19,3308680,1
2,256,exact,20,3261512,1
2,256,near,20,3278764,1
2,256,miss,20,3254718,1
2,256,unicode,20,3309822,1
2,256,exact,21,3281048,1
2,256,near,21,3258185,1
2,256,miss,21,3251021,1
2,256,unicode,21,3313198,1
2,256,exact,22,3255119,1
2,256,near,22,3257223,1
2,256,miss,22,3261562,1
2,256,unicode,22,3301236,1
2,256,exact,23,3254899,1
2,256,near,23,3275217,1
2,256,miss,23,3251723,1
2,256,unicode,23,3295715,1
2,256,exact,24,3268094,1
2,256,near,24,3255470,1
2,256,miss,24,3251803,1
2,256,unicode,24,3307147,1
2,256,exact,25,3257153,1
2,256,near,25,3257474,1
2,256,miss,25,3268975,1
2,256,unicode,25,3294893,1
2,256,exact,26,3267052,1
2,256,near,26,3254648,1
2,256,miss,26,3271740,1
2,256,unicode,26,3297489,1
2,256,exact,27,3235572,1
2,256,near,27,3115487,1
2,256,miss,27,3259437,1
2,256,unicode,27,3298210,1
2,256,exact,28,3288973,1
2,256,near,28,3049032,1
2,256,miss,28,2895813,1
2,256,unicode,28,2951498,1
2,256,exact,29,2896385,1
2,256,near,29,2902987,1
2,256,miss,29,2912305,1
2,256,unicode,29,2940328,1
2,256,exact,30,2901925,1
2,256,near,30,2903238,1
2,256,miss,30,2902967,1
2,256,unicode,30,2936540,1
2,256,exact,31,2907155,1
2,256,near,31,2914068,1
2,256,miss,31,2893830,1
2,256,unicode,31,2939095,1
2,256,exact,32,2904110,1
2,256,near,32,2929417,1
2,256,miss,32,2894832,1
2,256,unicode,32,2936911,1
2,256,exact,33,2913347,1
2,256,near,33,2903137,1
2,256,miss,33,3163737,1
2,256,unicode,33,3283913,1
2,256,exact,34,3268885,1
2,256,near,34,3237515,1
2,256,miss,34,3221075,1
2,256,unicode,34,2942782,1
2,256,exact,35,2915591,1
2,256,near,35,2909350,1
2,256,miss,35,3219012,1
2,256,unicode,35,3288552,1
2,256,exact,36,3235292,1
2,256,near,36,3007503,1
2,256,miss,36,2913066,1
2,256,unicode,36,2937702,1
2,256,exact,37,3053881,1
2,256,near,37,3238288,1
2,256,miss,37,3246032,1
2,256,unicode,37,3205716,1
2,256,exact,38,2906234,1
2,256,near,38,2918827,1
2,256,miss,38,2894111,1
2,256,unicode,38,2973480,1
2,256,exact,39,3188203,1
2,256,near,39,3245912,1
2,256,miss,39,3274776,1
2,256,unicode,39,3292981,1
2,256,exact,40,3235222,1
2,256,near,40,3281027,1
2,256,miss,40,3242956,1
2,256,unicode,40,3294653,1
2,256,exact,41,3290365,1
2,256,near,41,3262323,1
2,256,miss,41,3248507,1
2,256,unicode,41,3153789,1
2,256,exact,42,2898349,1
2,256,near,42,2913617,1
2,256,miss,42,3203031,1
2,256,unicode,42,3281969,1
2,256,exact,43,3260469,1
2,256,near,43,3303189,1
2,256,miss,43,3251322,1
2,256,unicode,43,3324679,1
2,256,exact,44,3264567,1
2,256,near,44,3130034,1
2,256,miss,44,2910101,1
2,256,unicode,44,2975324,1
2,256,exact,45,2903187,1
2,256,near,45,2914669,1
2,256,miss,45,2965354,1
2,256,unicode,45,3011171,1
2,256,exact,46,2904640,1
2,256,near,46,2915461,1
2,256,miss,46,3170420,1
2,256,unicode,46,3301386,1
2,256,exact,47,3232406,1
2,256,near,47,2905813,1
2,256,miss,47,2892468,1
2,256,unicode,47,2987426,1
2,256,exact,48,2899460,1
2,256,near,48,3162505,1
2,256,miss,48,3230402,1
2,256,unicode,48,3215745,1
2,256,exact,49,3542489,1
2,256,near,49,6784904,1
2,256,miss,49,6892647,1
2,256,unicode,49,6432752,1
2,256,serialize,0,73669,1
2,256,deserialize,0,1593586,1
2,256,insert,0,766201,1
2,256,update,0,763245,1
2,256,delete,0,785587,1
2,256,save,0,11519685,1
2,256,load,0,1716887,1
2,256,serialize,1,61255,1
2,256,deserialize,1,1568639,1
2,256,insert,1,765750,1
2,256,update,1,763756,1
2,256,delete,1,762213,1
2,256,save,1,11290625,1
2,256,load,1,1709885,1
2,256,serialize,2,63820,1
2,256,deserialize,2,1586272,1
2,256,insert,2,772212,1
2,256,update,2,763285,1
2,256,delete,2,768836,1
2,256,save,2,11328586,1
2,256,load,2,1701018,1
2,256,serialize,3,67667,1
2,256,deserialize,3,1582916,1
2,256,insert,3,787791,1
2,256,update,3,781799,1
2,256,delete,3,766942,1
2,256,save,3,11467527,1
2,256,load,3,1712589,1
2,256,serialize,4,62347,1
2,256,deserialize,4,1562267,1
2,256,insert,4,769757,1
2,256,update,4,760590,1
2,256,delete,4,760439,1
2,256,save,4,11315531,1
2,256,load,4,1677844,1
